ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt
3,NA,3,1,1,NA,2,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,5,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
2,2,3,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,1,NA,NA,NA,NA
NA,1,1,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,1,1,1,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,2,1,NA,NA,NA,NA,NA
1,NA,3,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
2,2,2,2,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,3,NA,NA,NA
5,2,1,1,NA,NA,NA,NA,NA,NA
1,1,2,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,1,NA,NA,NA
4,NA,NA,NA,3,1,1,NA,NA,1
NA,NA,3,1,1,1,NA,NA,NA,NA
NA,NA,NA,1,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,1,1,1,NA,1,NA,NA
NA,1,NA,NA,NA,NA,1,NA,NA,NA
4,1,5,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,2,NA,NA,NA,3,NA,NA,NA
NA,NA,1,NA,NA,1,NA,NA,NA,1
NA,1,1,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,1,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2,NA,1,1,1,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,1,NA,NA,NA,NA
1,1,1,NA,NA,NA,2,NA,1,NA
NA,NA,NA,1,NA,NA,1,NA,NA,NA
NA,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,2,NA,NA,NA,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,1,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,1,1,NA,NA,NA
2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,1,NA,1,1,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,2,NA,2,NA,NA,NA,NA,NA
2,1,2,1,NA,1,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,2,NA,NA,NA,1,NA,NA,NA
1,NA,NA,1,NA,NA,NA,NA,NA,NA
2,NA,NA,1,NA,NA,NA,1,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,4,NA,NA,NA
2,NA,1,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,1,1,NA,NA
1,NA,NA,NA,1,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,1,NA,NA,NA
1,1,1,2,NA,1,1,NA,NA,NA
1,1,NA,NA,NA,NA,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,4,2,1,NA,1,NA,NA,NA
NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,1,1,NA,NA,NA
1,NA,2,NA,1,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
3,NA,3,1,1,NA,NA,1,NA,NA
2,1,1,NA,2,NA,1,1,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,2,1,NA,3,NA,NA,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,2,1,1,NA,1,NA,NA,NA
NA,NA,2,NA,3,NA,NA,NA,NA,NA
1,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,1,NA,1,2,NA,NA,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,1,NA,1,NA,NA,NA,NA
4,1,2,NA,NA,1,NA,NA,1,NA
1,NA,NA,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,1,2,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,1,3,NA,NA,NA,1,NA,NA
2,NA,NA,1,NA,1,NA,1,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1,2,2,NA,NA,NA,2,NA,NA,NA
1,NA,1,1,2,NA,1,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2,NA,NA,1,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,2,NA,NA,NA,NA,1
1,NA,1,NA,NA,NA,NA,1,NA,NA
NA,NA,1,2,NA,1,NA,NA,NA,NA
2,1,3,NA,NA,1,3,1,NA,1
NA,NA,NA,1,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,1,NA,NA,1,1,NA,1,NA,NA
NA,NA,NA,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,1,1,NA,NA,NA
4,NA,3,1,1,NA,6,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,2,NA,NA,1,NA,1,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
3,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,1,NA,NA,NA,NA
3,1,1,2,2,NA,4,NA,NA,1
1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,2,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,1,1,NA,NA
1,NA,1,3,2,1,1,NA,1,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,2,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,3,NA,1,2,1,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1,1,3,1,NA,NA,NA,1,NA,1
1,1,1,NA,NA,NA,NA,NA,NA,NA
1,NA,2,1,NA,NA,1,NA,NA,1
NA,NA,1,NA,NA,1,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,1,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,1,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,1,NA,NA,NA,2,NA,NA,NA,NA
1,1,2,1,NA,NA,NA,NA,1,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,1,NA,1,NA,1,NA
3,1,2,1,NA,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,1,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2,NA,3,1,NA,NA,1,NA,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,2,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,1,2,1,NA,2,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,4,NA,NA,NA,NA,NA,NA,1
2,NA,NA,1,NA,NA,NA,1,NA,NA
NA,NA,1,NA,NA,1,NA,NA,NA,NA
4,1,2,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1,2,NA,NA,NA,NA,NA,NA,1,1
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2,1,3,NA,1,NA,1,NA,1,NA
NA,NA,1,NA,NA,NA,2,NA,NA,NA
1,1,2,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,4,NA,1,2,NA,2,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3,1,NA,1,NA,1,2,NA
NA,NA,NA,NA,NA,1,NA,1,NA,NA
NA,NA,NA,1,1,1,1,NA,NA,NA
1,1,NA,1,NA,1,NA,NA,NA,NA
NA,1,1,3,NA,NA,NA,NA,NA,NA
3,NA,NA,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,NA,1,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,1,NA,NA,NA
NA,NA,1,1,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,1,NA,NA,NA,NA
NA,NA,1,NA,1,NA,NA,NA,NA,NA
2,2,3,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,2,3,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,2,1,NA,NA,NA,NA,NA
NA,1,NA,NA,1,NA,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,2,1,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,1,NA,NA,NA,NA
NA,NA,1,NA,NA,1,NA,NA,NA,NA
1,NA,NA,NA,1,1,1,NA,NA,NA
NA,NA,4,NA,NA,NA,4,NA,NA,NA
NA,NA,2,NA,NA,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,3,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,1,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1,3,NA,2,NA,NA,2,NA,NA,NA
2,1,2,4,1,1,NA,NA,NA,NA
NA,NA,1,3,NA,NA,1,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,2,1,1,NA,NA,NA,NA,NA
2,NA,3,1,1,1,NA,NA,NA,NA
1,1,1,NA,NA,NA,3,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,1,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,2,NA,NA,NA
3,1,2,1,2,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,1,1,NA,NA,1,NA,NA,NA
2,NA,NA,1,NA,NA,NA,NA,NA,NA
2,NA,1,1,NA,1,NA,NA,NA,NA
3,NA,4,1,1,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
3,2,1,2,NA,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,3,2,NA,NA,1,NA,NA,1
2,NA,3,NA,1,1,1,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1,1,2,1,NA,NA,1,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
3,NA,4,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,1,1,1,NA,3,NA,2,NA,NA
1,NA,NA,NA,NA,3,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,3,1,1,NA,1,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,2,NA,2,NA,NA
2,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,4,2,1,NA,NA,NA,NA,1
2,NA,2,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,2,3,2,NA,1,1,NA,NA,NA
NA,NA,1,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,3,2,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1,NA,3,2,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2,NA,4,2,NA,NA,1,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,1,NA,2,NA,NA,1,NA,NA
1,1,NA,NA,NA,NA,NA,1,NA,NA
2,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA
3,1,5,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
3,2,2,NA,NA,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,1,NA,1,NA,NA,NA,NA
2,1,3,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,NA,1,NA,NA,1,NA,NA,NA,NA
2,NA,4,NA,1,1,NA,NA,NA,1
NA,NA,1,NA,1,1,NA,NA,NA,NA
1,1,3,1,1,NA,NA,NA,NA,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,2,NA,NA,NA
2,NA,NA,NA,NA,NA,1,NA,NA,NA
3,NA,2,NA,1,NA,1,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,3,2,NA,NA,NA,NA,NA,NA
1,NA,3,NA,1,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,1,NA,2,NA,NA,NA
2,NA,3,1,1,NA,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,1,2,NA,2,NA,NA,NA,1
NA,3,NA,1,2,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,2,NA,NA,NA
1,NA,1,NA,NA,NA,1,NA,NA,NA
1,2,1,NA,1,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,2,NA,NA,NA
NA,NA,1,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,1,1,NA,NA,NA
1,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,2,NA,NA,NA
1,NA,3,2,1,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1,NA,2,NA,NA,1,1,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,1,NA,NA
3,NA,1,NA,2,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,1,NA,1,NA,1,NA
2,NA,1,NA,1,NA,NA,NA,NA,NA
2,1,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,2,1,1,NA
1,NA,1,NA,NA,NA,NA,NA,NA,NA
3,1,1,2,NA,NA,1,NA,NA,NA
2,1,3,1,1,NA,NA,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,2,1,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,1,NA,NA,NA
2,NA,2,NA,NA,NA,NA,1,NA,NA
1,NA,2,1,NA,NA,NA,NA,NA,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
3,NA,1,NA,1,2,1,NA,NA,NA
2,2,4,NA,1,2,1,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,1,1,NA,NA
6,1,1,1,2,NA,NA,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,NA,1,NA,NA,1,NA,NA,NA
1,2,3,2,1,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1,NA,NA,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,2,NA,NA,NA
1,1,1,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,2,2,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
